conversation_id_str;created_at;favorite_count;full_text;id_str;image_url;in_reply_to_screen_name;lang;location;quote_count;reply_count;retweet_count;tweet_url;user_id_str;username
1,91E+18;Sat Apr 12 07:28:29 +0000 2025;0;@rheasunseiya Jangan donk nnt UTS ku gx ada nilai a;1,91E+18;;rheasunseiya;in;;0;0;0;https://x.com/litheary/status/1910958183713300928;1,69E+18;litheary
1,91E+18;Sat Apr 12 07:28:16 +0000 2025;0;Karena anak inten banyak yang les karena dipaksa ortunya sebenernya mereka gak terlalu pengen PTN. Trus juga hasil TO dipajang dan diranking sjsksk bangke dan hasilnya dikasih tau ke ortu Kalo wali kelasnya obsess sama nilai dan lu dapet ranking jelek dibahas itu di kelas;1,91E+18;;;in;Eskëy;0;1;0;https://x.com/verciize/status/1910958127241187761;1,47E+18;verciize
1,91E+18;Sat Apr 12 07:28:03 +0000 2025;0;Lucunya cadangan emas terbesar tapi dollar ke nilai tukar rupiah TIDAK SEPADAN... ARTINYA ADALAH ini semua dikuasai pemain pemain level tinggi... Berani bongkar berarti siap perang... Gimana dong hitungan nya...??? _ CabKris ;1,91E+18;;;in;;0;0;0;https://x.com/caloproperty/status/1910958074988548154;3243020725;caloproperty
1,91E+18;Sat Apr 12 07:27:51 +0000 2025;0;@G0LIATH87 Lucunya cadangan emas terbesar tapi dollar ke nilai tukar rupiah TIDAK SEPADAN... ARTINYA ADALAH ini semua dikuasai pemain pemain level tinggi... Berani bongkar berarti siap perang... Gimana dong hitungan nya...??? _ CabKris ;1,91E+18;;G0LIATH87;in;;0;0;0;https://x.com/caloproperty/status/1910958025629901035;3243020725;caloproperty
1,91E+18;Sat Apr 12 07:27:06 +0000 2025;0;Asli rupiah makin lemahhh njirrr usd tembus 17k tuh udah harus evaluasi sihhh sekrng rate kr 11 86 terus rate jp 118 ada gilak²nya bilang kek gitu nyiksaaa asli pada pendapat di indo kecil tapi rate dan kebutuhan tinggi mikir jangan nyuri uang mulu;1,91E+18;;;in;CARATLAND;0;0;0;https://x.com/Sooniedist/status/1910957833660797030;1,20E+18;Sooniedist
1,91E+18;Sat Apr 12 07:27:03 +0000 2025;0;buset jaman sekarang makin makin yh gwe liat liat padahal nilai to?nilai utbk;1,91E+18;;;in;she/her, 04.;0;0;0;https://x.com/kanemoyosi/status/1910957824903176683;1,32E+18;kanemoyosi
1,91E+18;Sat Apr 12 07:26:27 +0000 2025;0;Paslon 01 menunjukkan bahwa kemajuan bisa dicapai tanpa melupakan nilai luhur bangsa. #SerangBersamaAndikaNanang PemimpinBersih NggaCaweCawe;1,91E+18;;;in;Bogor, Jawa Barat;0;0;0;https://x.com/AsepSunMamah/status/1910957671660085638;1,65E+18;AsepSunMamah
1,91E+18;Sat Apr 12 07:26:19 +0000 2025;0;@dracobrox Jangan nilai dri katanya;1,91E+18;;dracobrox;in;Bandung, Jawa Barat;0;0;0;https://x.com/sebatashatimu/status/1910957636750893214;1,42E+18;sebatashatimu
1,91E+18;Sat Apr 12 07:25:06 +0000 2025;0;Membayangkan kita overpopulasi lalu mengalami krisis pangan. Kira-kira nilai 1 kg emas bisa ditukar sepiring nasi telur ngga ya?;1,91E+18;;;in;;0;0;0;https://x.com/raisolali/status/1910957331489366096;1,03E+18;raisolali
1,91E+18;Sat Apr 12 07:24:35 +0000 2025;0;Emang agak aneh. Ko beli pas ATH. Kalo emang ga mikirin uangnya cuma fokus buat nabung emasnya ya gpp. Kalo masih ngitung nilai duitnya ya good luck aja;1,91E+18;;;in;;0;0;0;https://x.com/faizalmfi/status/1910957201205932442;153610645;faizalmfi
1,39E+18;Sat Apr 12 07:24:18 +0000 2025;0;Testimoni (8207) Jasa translate ijazah dan transkrip nilai penerjemah tersumpah sworn translator indo indonesia to english inggris https://t.co/1Ona06v165;1,91E+18;https://pbs.twimg.com/media/GoUVX-TWEAAIx_s.jpg;my_dreamhanguk;in;;0;0;0;https://x.com/my_dreamhanguk/status/1910957129139396680;1,37E+18;my_dreamhanguk
1,91E+18;Sat Apr 12 07:23:38 +0000 2025;0;@hajeongw04 Pendidikan Pancasila di Indonesia telah mengalami banyak kemajuan terutama sejak menjadi mata pelajaran wajib pada tahun ajaran 2023-2024 untuk semua jenjang pendidikan. Inisiatif seperti Profil Pelajar Pancasila mendorong nilai-nilai seperti iman kemandirian dan berpikir;1,91E+18;;hajeongw04;in;wherever you are;0;0;0;https://x.com/grok/status/1910956961946100149;1,72E+18;grok
1,91E+18;Sat Apr 12 07:23:03 +0000 2025;4; Oh ok mas DEMAND-SUPPLY mempengaruhi nilai asset kita. Ok kalo gitu mulai sekarang aku tak beli asset yang produktif aja . Nah aktivitas merupakan uang ke dalam asset produktif inilah yg biasa disebut orang2 INVESTASI.;1,91E+18;;ianza_;in;Export hallway;0;0;0;https://x.com/ianza_/status/1910956815178969362;4051948932;ianza_
1,91E+18;Sat Apr 12 07:22:36 +0000 2025;0;@GoldfishUnc Pasal ekonomi kita kukuh. syukur jadi miskin kerajaan jaga matawang. Yang risau hanya mahakaya aset berjuta nilai saham merana tempias marhaen tak basah.;1,91E+18;;GoldfishUnc;in;;0;0;0;https://x.com/Ariff3i/status/1910956703388242103;1,01E+18;Ariff3i
1,91E+18;Sat Apr 12 07:22:34 +0000 2025;0;Penguatan nilai tukar rupiah #EkonomiAman #EkonomiTerjaga #EkonomiBerkelanjutan #RupiahKuat https://t.co/okMA3u252r;1,91E+18;https://pbs.twimg.com/media/GoUU_CQWIAAZ8FZ.jpg;;in;;0;0;0;https://x.com/TorDominico/status/1910956693304770923;1,68E+18;TorDominico
1,91E+18;Sat Apr 12 07:22:17 +0000 2025;1;@tanyarlfes UT itu bagus apalagi buat yg kerja. Gedung fisiknya ada dan segede gaban. Yg kuliah rata2 orang yg sudah bekerja dan ingin naikin nilai diri dan kepentingan lainnya. Jangan menilai buku hanya dengan cover nya.;1,91E+18;;tanyarlfes;in;Ngayogyokarto Hadiningrat;0;0;0;https://x.com/DenBaguseBudy/status/1910956621720920347;603630790;DenBaguseBudy
1,91E+18;Sat Apr 12 07:22:14 +0000 2025;0;Nilai tukar rupiah semakin kuat #EkonomiAman #EkonomiTerjaga #EkonomiBerkelanjutan #RupiahKuat https://t.co/DEU3gcHJId;1,91E+18;https://pbs.twimg.com/media/GoUU6FKXkAAguxW.jpg;;in;;0;0;0;https://x.com/TorDominico/status/1910956608945017122;1,68E+18;TorDominico
1,91E+18;Sat Apr 12 07:21:56 +0000 2025;0;Penguatan nilai tukar rupiah #EkonomiAman #EkonomiTerjaga #EkonomiBerkelanjutan #RupiahKuat https://t.co/Y6MykZDdj6;1,91E+18;https://pbs.twimg.com/media/GoUU1zaXcAAsTYQ.jpg;;in;;0;0;0;https://x.com/TorDominico/status/1910956534630420834;1,68E+18;TorDominico
1,91E+18;Sat Apr 12 07:21:47 +0000 2025;0;TCO penting kepada setiap VVIP di Malaysia ia memastikan nilai pintar dan jangka panjang dalam pelaburan negara. Bukan sahaja kos tetapi kesan yang berkekalan. #SmartSpendingMY #FiscalResponsibility #NationBuilding #MalaysiaFirst https://t.co/NFnEE1ptb1;1,91E+18;https://pbs.twimg.com/media/GoUUzGkW4AA0cvb.png;;in;;0;0;0;https://x.com/joysopinion010/status/1910956496600604732;1,82E+18;joysopinion010
1,91E+18;Sat Apr 12 07:21:46 +0000 2025;0;@myAmygdala93 Pas SD pernah mintain duit adik kelas 1000 rupiah cuma sekali doang besok nya dilabrak emaknya gara² anaknya gak mau sekolah takut dimintain duit lagi wkwkwkwk;1,91E+18;;myAmygdala93;in;;0;1;0;https://x.com/asvhie28/status/1910956491475177542;2248579562;asvhie28
1,91E+18;Sat Apr 12 07:21:41 +0000 2025;0;@blurbintang @PututChrist Aku beli lm udah 7tahun dari 1gr masih 730 sekarang 0 5gr aja ga dapet minimal sejute Jadi kesimpulannya ga akan ya. Emas tuh beda sama saham. Bukan investasi tp menjaga nilai uang.;1,91E+18;;blurbintang;in; ;0;0;0;https://x.com/adeliahuma/status/1910956470214254860;986723952;adeliahuma
1,91E+18;Sat Apr 12 07:21:32 +0000 2025;0;@PututChrist beli emas pertama kali di tahun 2009 an .harga masih 280rb/ gram benar harga emas akan turun aplg kalau harga naik drastis sprti skrg tpi dlm jangka panjang nilai investasi ttp akan naik biarpun tidak sefluktuatif saham makanya saya gunakan emas sbg alat tukar beli saham;1,91E+18;;PututChrist;in;Sawangan ;0;0;0;https://x.com/eripalgunadi/status/1910956432864035076;192844793;eripalgunadi
1,91E+18;Sat Apr 12 07:21:25 +0000 2025;0;tak kan tertukar rezeki meski 1 rupiah pun;1,91E+18;;;in;;0;0;0;https://x.com/AflahJumadi/status/1910956406049481067;1,82E+18;AflahJumadi
1,91E+18;Sat Apr 12 07:21:16 +0000 2025;0;@hope_emak keburu dibakar segera crosscheck di UGM Fakultas Kehutanan seluruh arsip duplikatnya/fotocopy/film ijazah/ skripsi/laporan KKN/ transkrip nilai akademik/ direktori alumni/no pokok mahasiswa asli diadmin/perpustakaan apakah bukan wajah Jokowi ExPresiden ? . .. ;1,91E+18;;hope_emak;in;;0;0;0;https://x.com/nasaktion2/status/1910956366220677330;2283189500;nasaktion2
1,91E+18;Sat Apr 12 07:21:05 +0000 2025;0;@_sasaily @_akivili Thankyou GA nya kak semoga ujiannya berjalan lancar dan semoga kakak mendapatkan nilai yg memuaskannn;1,91E+18;;_sasaily;in;;0;0;0;https://x.com/yuii_08/status/1910956319487767031;1,41E+18;yuii_08
1,91E+18;Sat Apr 12 07:21:04 +0000 2025;0;Warga sekarang udah bisa nilai mana yang kerja dan mana yang cuma janji #SerangBersamaAndikaNanang PemimpinBersih NggaCaweCawe;1,91E+18;;;in;Klaten, Jawa Tengah;0;0;0;https://x.com/Fatmawatysof88/status/1910956315196985367;1,68E+18;Fatmawatysof88
1,91E+18;Sat Apr 12 07:20:34 +0000 2025;0;Kerugian Akibat Terbakarnya Kantor Lurah Kampung Jawa 1 Pariaman Mencapai Ratusan Juta Rupiah via @infosumbar https://t.co/ogCqBvlXzW #infosumbar #KotaPariaman;1,91E+18;;;in;Kota Padang, Sumatera Barat;0;0;0;https://x.com/infoSumbar/status/1910956190311547066;162721676;infoSumbar
1,91E+18;Sat Apr 12 07:20:05 +0000 2025;0;masa hari ini rate won 12 rupiah wkwkwwkwkwkwkwwkwkwkwwkwkkwwkwkwkwkwkwkwkw fuck negara ini;1,91E+18;;;in;97?;0;1;0;https://x.com/gyuchils/status/1910956070811599283;7,98E+17;gyuchils
1,91E+18;Sat Apr 12 07:19:47 +0000 2025;0;@worksfess Makanya gampang izin dan waktu masuk fleksibel tuh nilai plus banget ga si kerjaan gua saat ini gitu tapi gada jenjang karirnya?;1,91E+18;;worksfess;in;;0;0;0;https://x.com/GLucyfar/status/1910955995372937348;1,21E+18;GLucyfar
1,91E+18;Sat Apr 12 07:17:42 +0000 2025;0;Rutan Pelaihari berharap bahwa melalui kegiatan ini warga binaan dapat menyalurkan bakat dan minat mereka secara positif serta menjadikan momen peringatan HBP sebagai ajang untuk memperkuat nilai-nilai kebersamaan sportivitas dan pembinaan karakter menuju pribadi yang baik.;1,91E+18;;RutanPelaihari3;in;Tanah Laut, Kalimantan Selatan;0;0;0;https://x.com/RutanPelaihari3/status/1910955468811555101;1,76E+18;RutanPelaihari3
1,91E+18;Sat Apr 12 07:17:13 +0000 2025;0;@cxllquery Nilai apa sih yang jadi batasan?;1,91E+18;;cxllquery;in;;0;0;0;https://x.com/sexieyt/status/1910955348607086793;522011897;sexieyt
1,91E+18;Sat Apr 12 07:17:02 +0000 2025;0;@ahncake ini bisa agak ngecoh karena kalo ga dikali bobot belum tentu yg total KU + KB nya terbesar jadi nilai yg paling tinggi. Jadi harus dikali bobot dulu;1,91E+18;;taesanator;in;22 - bxg;0;0;0;https://x.com/taesanator/status/1910955301219508274;1,74E+18;taesanator
1,91E+18;Sat Apr 12 07:16:59 +0000 2025;0;Minta biar dihukum kebiri aja boleh gasi? Anak UMUR LIMA TAHUN diperkaos sama ayahnya sendiri yg literally ORANG TERDEKATNYA. Sakit otaknya ini anak masih usia dimana hidupnya cuma berputar disekitar main makan tidur tapi diginiin Minimal hukum potong ttd;1,91E+18;;;in;di rumah para husbu & waifu;0;0;0;https://x.com/Fafa_ishigami/status/1910955288267739577;1,33E+18;Fafa_ishigami
1,91E+18;Sat Apr 12 07:16:51 +0000 2025;0;@H4T14K4LN4L42 Awas waspada para spekulan emas siap mengintai...pergerakan nilai Emas sampai titik batas tertentu..lalu Booommmm....anjlok;1,91E+18;;H4T14K4LN4L42;in;;0;0;0;https://x.com/PanduHartono1/status/1910955254184845747;1,51E+18;PanduHartono1
1,91E+18;Sat Apr 12 07:16:28 +0000 2025;0;@babufess 0 rupiah bayar pake waktu;1,91E+18;;babufess;in;;0;0;0;https://x.com/kuahmibakso/status/1910955161218093337;1,59E+18;kuahmibakso
1,91E+18;Sat Apr 12 07:16:18 +0000 2025;0;@MhdSepto @tanyarlfes gapaham gw fokus kuliah jd alesan mau jalan baik apa buruk lu gaboleh nyalahin keadaan kalo nilai kuliah lu nanti jelek jd cowo jgn gampang goyah ttp fokus dan punya tujuan;1,91E+18;;MhdSepto;in;Sukoharjo, Indonesia;0;0;0;https://x.com/littleangeldid/status/1910955116401992018;1,77E+18;littleangeldid
1,91E+18;Sat Apr 12 07:16:07 +0000 2025;1;@siregar_najeges Juga didukung transkrip nilai dan nomor urut alumni;1,91E+18;;siregar_najeges;in;;0;1;0;https://x.com/bigmulyono/status/1910955073108340759;1,81E+18;bigmulyono
1,91E+18;Sat Apr 12 07:15:59 +0000 2025;1;@cloudeoaiu 100 kantong 6rb rupiah LUMAYAN DARIMANA JAYSANT ON CALL #SweetToothGoodDentistEP3;1,91E+18;;cloudeoaiu;in;;0;0;1;https://x.com/geminifourthz/status/1910955038350205276;2995406766;geminifourthz
1,91E+18;Sat Apr 12 07:15:58 +0000 2025;0;@PanduHartono1 @H4T14K4LN4L42 Paling tidak aman justru proporsi sama tanah karena jual rumah sama tanah sangat sulit karena tak terlepas dari situasi ekonomi juga. Jual rumah sampai busuk gak laku2 jual tanah sampai jadi hutan gak laku juga. Kalaupun laku kemudian tetap aja nilai jual sesuai tren ekonomi.;1,91E+18;;PanduHartono1;in;;0;0;0;https://x.com/fiktorsitu46234/status/1910955031727399035;1,85E+18;fiktorsitu46234
1,91E+18;Sat Apr 12 07:15:55 +0000 2025;0;@inggavalensi Kamu gak tahu apa yang kamu lakukan kok mau nilai orang lain? Garuk tapi gak gatel ngapain coba? ;1,91E+18;;inggavalensi;in;Bandung Wetan, Indonesia;0;0;0;https://x.com/september_rina9/status/1910955020666679575;1,79E+18;september_rina9
1,91E+18;Sat Apr 12 07:15:51 +0000 2025;0;"Salah satu cara untuk bisa meninggikan nilai atau 'value' kita dalam karir &amp; pekerjaan adalah dengan lebih dulu memahami Kualitas Diri kita! #kualitasdiri #karir https://t.co/DnQ9js0IG8";1,91E+18;https://pbs.twimg.com/media/GoUTcYgWYAAZyxl.jpg;;in;Jalan Semeru, Kota Bengkulu;0;1;0;https://x.com/ilc_iqracenter/status/1910955003990462789;1,79E+18;ilc_iqracenter
1,91E+18;Sat Apr 12 07:15:35 +0000 2025;0;@cxllquery Ada nilai juga;1,91E+18;;cxllquery;in;Location unknown;0;0;0;https://x.com/achaesthetic/status/1910954935895957698;1,08E+18;achaesthetic
1,91E+18;Sat Apr 12 07:15:29 +0000 2025;0;mamaku bgt sangking pusing beliau tau nilai rupiah memprihatinkan. mana katanya emas mahal bgt ya sekarang? pdhl tahun kapan masih 900k/gram sekarang udah 1 6-1 8 jt/gram klo ga salah. aku mau nabung ikutan beli emas tp kayaknya mau beli buku dan jajan makanan aja deh ;1,91E+18;;;in;— Slow Reader;0;0;0;https://x.com/_youraurora/status/1910954911845789896;1,26E+18;_youraurora
1,91E+18;Sat Apr 12 07:14:59 +0000 2025;0;@tanyarlfes perjaka dapet janda baik gapapa perjaka dapet perempuan baik korban KS gapapa cuma masalahnya kalo perjaka dapet perempuan yang terang2an seks bebas tuh kayak ga sesuai gituloh dengan nilai yang dia jalanin ;1,91E+18;;tanyarlfes;in;;0;0;0;https://x.com/baksoacigarut/status/1910954787203662119;1,80E+18;baksoacigarut
1,91E+18;Sat Apr 12 07:14:18 +0000 2025;0;@ahncake karena penilaiannya 3 : 7 di kali perbandingan aja untuk semua nilai terus di total misal Kaka nilai KU nya 80 x 3 = 240 KB nya 65 x 7 = 455 terus dijumlah 240+455 totalnya Ade 610 Kaka 695 Ronald 625 Cesa 615 Yuri 605;1,91E+18;;ahncake;in;22 - bxg;0;1;0;https://x.com/taesanator/status/1910954616138981576;1,74E+18;taesanator
1,91E+18;Sat Apr 12 07:14:08 +0000 2025;0;@tanyarlfes kl aku jd kamu aku bakal nilai: 1. diriku sendiri apakah aku mampu toleransi sikap ibu pacarku untuk jangka panjang 2. sikap pacarku pas tau aku ga nyaman digituin sm ibunya apakah dia mampu menjelaskan menjembatani atau dia cuek? red/ngga nya kan personal cuma km yg tau;1,91E+18;;tanyarlfes;in;irj dr sh spf kk n kj ot ;0;0;0;https://x.com/morvevin2/status/1910954574267154751;1,32E+18;morvevin2
1,91E+18;Sat Apr 12 07:13:56 +0000 2025;0;#MakatoMadogoKuliko;1,91E+18;;;qht;Dodoma, Tanzania;0;0;0;https://x.com/RamadhaniRupia/status/1910954523402575947;1,66E+18;RamadhaniRupia
1,91E+18;Sat Apr 12 07:13:30 +0000 2025;0;OH JADI ELO YANG NILAI TO TERTINGGI 91.25 KEREN BAT ANJAY;1,91E+18;;;in;your future safety engineer??;0;0;0;https://x.com/_9KYOHWAN/status/1910954411339161660;1,34E+18;_9KYOHWAN
1,91E+18;Sat Apr 12 07:13:17 +0000 2025;0;@Firny266726 Walaupun kamu salah nilai;1,91E+18;;Firny266726;in;Bandung, Indonesia;0;0;0;https://x.com/lushcious_id/status/1910954358470304032;525987119;lushcious_id
1,91E+18;Sat Apr 12 07:13:02 +0000 2025;0;@ganzuii @tanyakanrl Kaa mau nanya karena baru mau belajar juga gangerti tentang ini kalau misal minus gt nilai protonya bakal kepotong total si tulisan merah itu kah? Atau cuma tulisan merah aja yang kepotong? Makasii;1,91E+18;;ganzuii;in;;0;0;0;https://x.com/gitskywisky/status/1910954293525651463;1,00E+18;gitskywisky
1,91E+18;Sat Apr 12 07:12:50 +0000 2025;0;sebenernya alesan terbesar skrg takut PO lgsg ambil harga bersih itu krn rupiah makin anjlok juga bulan lalu aja masih under 11.3 skrg udh up 11.7 gaada yang tau 7 hari lagi atau bahkan besok won ratenya berapa;1,91E+18;;;in;rps, mw only. 21+;0;0;0;https://x.com/meaniethingy/status/1910954245437989343;1,09E+18;meaniethingy
1,91E+18;Sat Apr 12 07:12:49 +0000 2025;0;@matamera2 @nyabubarengkara @innovacommunity Nah ini bener. Nilai plus velg ori ya itu. Meski yah harganya gak murah. Ori Jepang / Eropa / US bisa belasan - puluhan juta per set;1,91E+18;;matamera2;in;Jakarta, Indonesia;0;0;0;https://x.com/koz_ns/status/1910954240031555824;293941039;koz_ns
1,91E+18;Sat Apr 12 07:12:14 +0000 2025;0;"Shopee mengirimkan email balasan. Tapi intinya dia tetap diwajibkan membayar tagihan SPayLater &amp; SPinjam senilai total 23 juta rupiah dalam waktu 3 bulan. Tidak ada opsi pembatalan dan temenku wajib buat aktivin akun lagi sebelum jatuh tempo tagihan. https://t.co/bB1qnjI8Zn";1,91E+18;https://pbs.twimg.com/media/GoUSnEWXIAEhU5U.jpg;reinsskp;in;RJphobic, OT6 DNI ??;0;1;0;https://x.com/reinsskp/status/1910954092387852712;1,05E+18;reinsskp
1,91E+18;Sat Apr 12 07:11:10 +0000 2025;0;@abu_waras Ama 1 lagi.... Transkrip nilai..berapa IPK dia?;1,91E+18;;abu_waras;in;;0;0;0;https://x.com/nurdiman_a14631/status/1910953824094994446;1,65E+18;nurdiman_a14631
1,91E+18;Sat Apr 12 07:11:05 +0000 2025;0;@tanyarlfes Udah ga ada nilai jualnya gratisan jg ogah apalagi jadi tanggungan selama sisa hidup..;1,91E+18;;tanyarlfes;in;;0;0;0;https://x.com/miyota_sunlord/status/1910953805837176912;1,83E+18;miyota_sunlord
1,91E+18;Sat Apr 12 07:10:55 +0000 2025;0;@Anissa137_ Emas itu bukan investasi tp buat mengamankan nilai uang Dan tentu buat jangka panjang;1,91E+18;;Anissa137_;in;;0;0;0;https://x.com/min9yume/status/1910953761935413659;1,39E+18;min9yume
1,91E+18;Sat Apr 12 07:10:13 +0000 2025;0;"@ianza_ but as far as I know meski cukup aman dan hampir dijamin naik harganya emas bukan aset yang likuid; prosesnya panjang biar nilai si emas ini bisa dipake atau dipindah ke aset lain or am I wrong? kalo bener ada kah aset prodktif yang lebih likuid?";1,91E+18;;ianza_;in;N - AG;0;1;0;https://x.com/demenyapping/status/1910953588400283669;1,50E+18;demenyapping
1,91E+18;Sat Apr 12 07:09:54 +0000 2025;0;Ngopi sembari koreksi nilai nilai dan pendingan kerjaan https://t.co/ecyqrRfWnT;1,91E+18;https://pbs.twimg.com/media/GoUSFIZXsAAwtzX.jpg;;in;Jakarta Capital Region, Indonesia;0;0;0;https://x.com/masfotodankopi/status/1910953505592131848;1,64E+18;masfotodankopi
1,91E+18;Sat Apr 12 07:09:54 +0000 2025;0;Convert USD 2100/TOz ke Rupiah/gram @grok;1,91E+18;;;in;Indonesia;0;0;0;https://x.com/rsapu7ra/status/1910953505084621227;68458096;rsapu7ra
1,91E+18;Sat Apr 12 07:09:37 +0000 2025;0;@tebarratjun lah kan tujuan punya anak kan sumaya dapat agunan. Nilai tawarnya kan di situ.;1,91E+18;;tebarratjun;in;Indonesia;0;0;0;https://x.com/source101comedy/status/1910953434297303185;1,66E+18;source101comedy
1,91E+18;Sat Apr 12 07:09:02 +0000 2025;0;Kang Dedi Mulyadi mengajak seluruh elemen masyarakat menjaga ajaran karuhun (leluhur) seperti nilai silih asah silih asih silih asuh. @DediMulyadi71 @farhanpenyiar @erwinafandise #SilaturahmiKeluargaBesarPaguyubanPasundan #BandungUTAMA;1,91E+18;;halo_bandung;in;Bandung;0;0;0;https://x.com/halo_bandung/status/1910953288805077276;1933882213;halo_bandung
1,77E+18;Sat Apr 12 07:08:35 +0000 2025;0;@uchiharura @999whoisthis Maaf kak brp nilai kaka wkt snbt nembak ke geo ui ?;1,91E+18;;uchiharura;in;;0;0;0;https://x.com/YChelseaa93884/status/1910953176901226947;1,82E+18;YChelseaa93884
1,91E+18;Sat Apr 12 07:08:25 +0000 2025;0;@JoshWeb3Tech @bitgetglobal @LaLigaEN Proyek kali ini memiliki keunikan dan nilai tambah bagi pengguna Bitget;1,91E+18;;JoshWeb3Tech;in;;0;0;0;https://x.com/cintaisegitiga/status/1910953134416953638;1,89E+18;cintaisegitiga
1,91E+18;Sat Apr 12 07:08:24 +0000 2025;0;Gimana tetap setia pada nilai-nilai pribadi tetap jadi diri sendiri yang analitis dan pencari makna... Sambil bisa merasakan kesenangan fangirling yang kadang irasional?;1,91E+18;;;in;;0;0;0;https://x.com/ReynaRavenclaw/status/1910953129086246998;1,69E+18;ReynaRavenclaw
1,91E+18;Sat Apr 12 07:08:23 +0000 2025;0;Gubernur Jawa Barat Kang Dedi Mulyadi mengatakan penting membangun daerah dengan kembali pada akar budaya. Ini bukan tentang primordialisme tapi tentang nilai. Pemimpin harus jadi contoh. Paguyuban Pasundan ke depan harus melahirkan pemimpin nasional -Kang Dedi Mulyadi.;1,91E+18;;halo_bandung;in;Bandung;0;1;0;https://x.com/halo_bandung/status/1910953127227883567;1933882213;halo_bandung
1,91E+18;Sat Apr 12 07:07:56 +0000 2025;0;@idextratime Udah ga percaya rupiah ;1,91E+18;;idextratime;in;;0;0;0;https://x.com/adiossssu/status/1910953012002267536;1,51E+18;adiossssu
